[Ano],[Mês/Ano],[Estado],[Bacia],[Campo],[Poço],[Ambiente],[Instalação],[Produção de Óleo (m³)],[Produção de Condensado (m³)],[Produção de Gás Associado (Mm³)],[Produção de Gás Não Associado (Mm³)],[Produção de Água (m³)],[Injeção de Gás (Mm³)],[Injeção de Água para Recuperação Secundária (m³)],[Injeção de Água para Descarte (m³)],[Injeção de Gás Carbônico (Mm³)],[Injeção de Nitrogênio (Mm³)],[Injeção de Vapor de Água (t)],[Injeção de Polímeros (m³)],[Injeção de Outros Fluidos (m³)]
2026,01/2026,Alagoas,Alagoas,PARU,4-ALS-39-AL,MAR,Estação de Paru,"0,00","414,92","0,000","3.127,441","220,65",,,,,,,,
2026,01/2026,Bahia,Camamu,MANATI,7-MNT-1-BAS,MAR,PLATAFORMA DE MANATI,"0,00","177,27","0,000","8.804,376","84,52",,,,,,,,
2026,01/2026,Bahia,Camamu,MANATI,7-MNT-3-BAS,MAR,PLATAFORMA DE MANATI,"0,00","185,87","0,000","7.137,869","74,13",,,,,,,,
2026,01/2026,Bahia,Camamu,MANATI,7-MNT-4-BAS,MAR,PLATAFORMA DE MANATI,"0,00","151,88","0,000","7.312,469","140,40",,,,,,,,
2026,01/2026,Bahia,Camamu,MANATI,7-MNT-5D-BAS,MAR,PLATAFORMA DE MANATI,"0,00","102,34","0,000","11.416,140","82,20",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,6-BRSA-1222A-ESS,MAR,Petrobras 58,"85,01","0,00","20,318","0,000","199,49",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,6-BRSA-639-ESS,MAR,Petrobras 58,"31,36","0,00","8,233","0,000","15,21",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,7-BAZ-2-ESS,MAR,FPSO CIDADE DE ANCHIETA,,,,,,"0,000","614,75","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,7-BAZ-4-ESS,MAR,FPSO CIDADE DE ANCHIETA,"45,31","0,00","13,220","0,000","136,74",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,7-BAZ-9HA-ESS,MAR,FPSO CIDADE DE ANCHIETA,"41,94","0,00","11,880","0,000","2,68",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,7-BFR-12PA-ESS,MAR,Petrobras 58,"202,86","0,00","82,332","0,000","47,39",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,7-BFR-6-ESS,MAR,Petrobras 58,,,,,,"0,000","291,47","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,7-BFR-7-ESS,MAR,Petrobras 58,"40,13","0,00","14,881","0,000","40,44",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,7-JUB-57DPA-ESS,MAR,Petrobras 58,"44,34","0,00","14,262","0,000","196,18",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,7-JUB-58DPA-ESS,MAR,Petrobras 58,"82,26","0,00","18,887","0,000","35,36",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,7-JUB-63-ESS,MAR,FPSO CIDADE DE ANCHIETA,"245,55","0,00","67,309","0,000","328,84",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,7-JUB-80D-ESS,MAR,Petrobras 58,"83,36","0,00","19,417","0,000","3,37",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,8-BAZ-7-ESS,MAR,FPSO CIDADE DE ANCHIETA,,,,,,"0,000","155,61","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,8-JUB-39-ESS,MAR,Petrobras 58,"28,31","0,00","8,399","0,000","26,35",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,8-JUB-42DA-ESS,MAR,Petrobras 58,,,,,,"0,000","642,48","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,8-JUB-46D-ESS,MAR,Petrobras 58,,,,,,"0,000","434,91","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,8-JUB-47D-ESS,MAR,Petrobras 58,,,,,,"0,000","392,31","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,8-JUB-50D-ESS,MAR,Petrobras 58,,,,,,"0,000","389,87","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Nordeste,8-JUB-59D-ESS,MAR,Petrobras 58,"89,98","0,00","26,652","0,000","277,66",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,6-BRSA-1222A-ESS,MAR,Petrobras 58,"374,04","0,00","89,405","0,000","877,73",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,6-BRSA-639-ESS,MAR,Petrobras 58,"137,98","0,00","36,228","0,000","66,92",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,7-BAZ-2-ESS,MAR,FPSO CIDADE DE ANCHIETA,,,,,,"0,000","2.704,89","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,7-BAZ-4-ESS,MAR,FPSO CIDADE DE ANCHIETA,"199,38","0,00","58,167","0,000","601,66",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,7-BAZ-9HA-ESS,MAR,FPSO CIDADE DE ANCHIETA,"184,54","0,00","52,272","0,000","11,80",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,7-BFR-12PA-ESS,MAR,Petrobras 58,"892,59","0,00","362,262","0,000","208,52",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,7-BFR-6-ESS,MAR,Petrobras 58,,,,,,"0,000","1.282,48","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,7-BFR-7-ESS,MAR,Petrobras 58,"176,55","0,00","65,476","0,000","177,95",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,7-JUB-57DPA-ESS,MAR,Petrobras 58,"195,10","0,00","62,758","0,000","863,21",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,7-JUB-58DPA-ESS,MAR,Petrobras 58,"361,93","0,00","83,102","0,000","155,60",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,7-JUB-63-ESS,MAR,FPSO CIDADE DE ANCHIETA,"1.080,44","0,00","296,161","0,000","1.446,90",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,7-JUB-80D-ESS,MAR,Petrobras 58,"366,80","0,00","85,440","0,000","14,81",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,8-BAZ-7-ESS,MAR,FPSO CIDADE DE ANCHIETA,,,,,,"0,000","684,67","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,8-JUB-39-ESS,MAR,Petrobras 58,"124,55","0,00","36,954","0,000","115,96",,,,,,,,
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,8-JUB-42DA-ESS,MAR,Petrobras 58,,,,,,"0,000","2.826,90","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,8-JUB-46D-ESS,MAR,Petrobras 58,,,,,,"0,000","1.913,60","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,8-JUB-47D-ESS,MAR,Petrobras 58,,,,,,"0,000","1.726,16","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,8-JUB-50D-ESS,MAR,Petrobras 58,,,,,,"0,000","1.715,42","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,AnC_Jubarte_Sudoeste,8-JUB-59D-ESS,MAR,Petrobras 58,"395,92","0,00","117,273","0,000","1.221,72",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,6-BRSA-1222A-ESS,MAR,Petrobras 58,"208,88","0,00","49,927","0,000","490,16",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,6-BRSA-639-ESS,MAR,Petrobras 58,"77,05","0,00","20,231","0,000","37,37",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-ARGO-10H-ESS,MAR,FPSO ESPIRITO SANTO,"2.481,97","0,00","129,803","0,000","4.827,22",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-ARGO-13H-ESS,MAR,FPSO ESPIRITO SANTO,"5.016,04","0,00","223,439","0,000","3.179,64",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-ARGO-14H-ESS,MAR,FPSO ESPIRITO SANTO,"1.743,88","0,00","94,924","0,000","1.155,01",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-ARGO-19H-ESS,MAR,FPSO ESPIRITO SANTO,"1.315,27","0,00","66,184","0,000","2.193,97",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-ARGO-21H-ESS,MAR,FPSO ESPIRITO SANTO,"2.971,59","0,00","153,605","0,000","1,53",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-ARGO-5H-ESS,MAR,FPSO ESPIRITO SANTO,"806,83","0,00","51,010","0,000","2.072,48",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-ARGO-8H-ESS,MAR,FPSO ESPIRITO SANTO,"966,96","0,00","57,121","0,000","3.238,13",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-BAZ-2-ESS,MAR,FPSO CIDADE DE ANCHIETA,,,,,,"0,000","1.510,52","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-BAZ-4-ESS,MAR,FPSO CIDADE DE ANCHIETA,"111,34","0,00","32,484","0,000","335,99",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-BAZ-9HA-ESS,MAR,FPSO CIDADE DE ANCHIETA,"103,05","0,00","29,192","0,000","6,59",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-BFR-12PA-ESS,MAR,Petrobras 58,"498,46","0,00","202,303","0,000","116,45",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-BFR-6-ESS,MAR,Petrobras 58,,,,,,"0,000","716,19","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-BFR-7-ESS,MAR,Petrobras 58,"98,59","0,00","36,564","0,000","99,37",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-JUB-57DPA-ESS,MAR,Petrobras 58,"108,95","0,00","35,047","0,000","482,05",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-JUB-58DPA-ESS,MAR,Petrobras 58,"202,12","0,00","46,408","0,000","86,89",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-JUB-63-ESS,MAR,FPSO CIDADE DE ANCHIETA,"603,36","0,00","165,388","0,000","808,01",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,7-JUB-80D-ESS,MAR,Petrobras 58,"204,84","0,00","47,712","0,000","8,27",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-ARGO-11H-ESS,MAR,FPSO ESPIRITO SANTO,,,,,,"0,000","24.890,17","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-ARGO-12H-ESS,MAR,FPSO ESPIRITO SANTO,,,,,,"0,000","18.456,89","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-ARGO-6H-ESS,MAR,FPSO ESPIRITO SANTO,,,,,,"0,000","25.143,25","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-ARGO-7H-ESS,MAR,FPSO ESPIRITO SANTO,,,,,,"0,000","12.745,04","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-BAZ-7-ESS,MAR,FPSO CIDADE DE ANCHIETA,,,,,,"0,000","382,35","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-JUB-39-ESS,MAR,Petrobras 58,"69,55","0,00","20,636","0,000","64,76",,,,,,,,
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-JUB-42DA-ESS,MAR,Petrobras 58,,,,,,"0,000","1.578,65","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-JUB-46D-ESS,MAR,Petrobras 58,,,,,,"0,000","1.068,63","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-JUB-47D-ESS,MAR,Petrobras 58,,,,,,"0,000","963,96","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-JUB-50D-ESS,MAR,Petrobras 58,,,,,,"0,000","957,96","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,ARGONAUTA,8-JUB-59D-ESS,MAR,Petrobras 58,"221,10","0,00","65,490","0,000","682,26",,,,,,,,
2026,01/2026,Espírito Santo,Campos,BALEIA ANÃ,7-BLA-1HA-ESS,MAR,Petrobras 58,"19.834,92","0,00","1.706,090","0,000","110.156,56",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,3-BRSA-149HPA-ESS,MAR,Petrobras 57,"14.536,20","0,00","609,783","0,000","92.247,05",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,6-BRSA-1222A-ESS,MAR,Petrobras 58,"23.620,08","0,00","5.645,848","0,000","55.428,30",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,6-BRSA-639-ESS,MAR,Petrobras 58,"8.713,05","0,00","2.287,788","0,000","4.225,79",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-BAZ-2-ESS,MAR,FPSO CIDADE DE ANCHIETA,,,,,,"0,000","170.811,94","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-BAZ-4-ESS,MAR,FPSO CIDADE DE ANCHIETA,"12.590,51","0,00","3.673,261","0,000","37.994,57",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-BAZ-9HA-ESS,MAR,FPSO CIDADE DE ANCHIETA,"11.653,46","0,00","3.300,961","0,000","745,12",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-BFR-12PA-ESS,MAR,Petrobras 58,"56.366,32","0,00","22.876,598","0,000","13.168,07",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-BFR-6-ESS,MAR,Petrobras 58,,,,,,"0,000","80.987,86","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-BFR-7-ESS,MAR,Petrobras 58,"11.148,78","0,00","4.134,673","0,000","11.237,36",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-CHT-5HA-ESS,MAR,Petrobras 58,"25.421,80","0,00","2.153,625","0,000","79.359,77",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-CHT-7HP-ESS,MAR,Petrobras 58,"28.956,57","0,00","2.724,607","0,000","72.450,15",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-CHT-9H-ESS,MAR,Petrobras 58,"16.934,79","0,00","1.396,518","0,000","84.520,61",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-11HPA-ESS,MAR,Petrobras 57,"6.637,90","0,00","165,837","0,000","40.228,13",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-13HP-ESS,MAR,Petrobras 57,"5.880,75","0,00","536,609","0,000","46.363,29",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-14HA-ESS,MAR,Petrobras 57,"5.866,09","0,00","370,203","0,000","74.924,86",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-16HP-ESS,MAR,Petrobras 57,"13.528,24","0,00","547,408","0,000","56.943,48",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-19H-ESS,MAR,Petrobras 57,"8.006,86","0,00","594,766","0,000","52.892,09",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-24H-ESS,MAR,Petrobras 57,"11.790,71","0,00","546,062","0,000","108.276,63",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-27HP-ESS,MAR,Petrobras 57,"13.002,49","0,00","584,540","0,000","105.844,05",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-2HPA-ESS,MAR,Petrobras 57,"8.099,79","0,00","457,221","0,000","12.296,41",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-31H-ESS,MAR,Petrobras 57,"11.916,41","0,00","536,397","0,000","94.228,55",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-37H-ESS,MAR,Petrobras 58,"18.679,24","0,00","1.629,758","0,000","93.779,31",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-4HP-ESS,MAR,Petrobras 57,"10.352,86","0,00","367,652","0,000","40.951,91",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-51H-ESS,MAR,Petrobras 57,"7.621,77","0,00","367,014","0,000","85.856,36",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-53H-ESS,MAR,Petrobras 57,"9.254,20","0,00","694,427","0,000","62.135,16",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-54HA-ESS,MAR,Petrobras 57,"12.600,74","0,00","566,805","0,000","83.158,29",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-57DPA-ESS,MAR,Petrobras 58,"12.320,68","0,00","3.963,094","0,000","54.511,36",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-58DPA-ESS,MAR,Petrobras 58,"22.855,81","0,00","5.247,901","0,000","9.825,79",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-63-ESS,MAR,FPSO CIDADE DE ANCHIETA,"68.229,14","0,00","18.702,387","0,000","91.370,98",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-67H-ESS,MAR,Petrobras 58,"25.257,84","0,00","2.443,393","0,000","11.900,94",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-6HB-ESS,MAR,Petrobras 57,"7.372,91","0,00","574,402","0,000","5.587,87",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-79H-ESS,MAR,Petrobras 58,"39.938,52","0,00","3.156,898","0,000","717,42",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-80D-ESS,MAR,Petrobras 58,"23.163,26","0,00","5.395,416","0,000","935,19",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-81H-ESS,MAR,Petrobras 58,"58.864,98","0,00","8.729,994","0,000","65,25",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,7-JUB-9HP-ESS,MAR,Petrobras 57,"6.145,32","0,00","377,045","0,000","75.976,67",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-BAZ-7-ESS,MAR,FPSO CIDADE DE ANCHIETA,,,,,,"0,000","43.236,28","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-CHT-10HA-ESS,MAR,Petrobras 58,,,,,,"0,000","101.466,10","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-CHT-8H-ESS,MAR,Petrobras 58,,,,,,"0,000","58.344,00","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-20H-ESS,MAR,Petrobras 57,,,,,,"0,000","104.541,90","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-23HB-ESS,MAR,Petrobras 57,,,,,,"0,000","275.529,60","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-25HA-ESS,MAR,Petrobras 57,,,,,,"0,000","179.969,40","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-28HA-ESS,MAR,Petrobras 57,,,,,,"0,000","121.099,20","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-29H-ESS,MAR,Petrobras 57,,,,,,"0,000","147.030,90","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-30HA-ESS,MAR,Petrobras 57,,,,,,"0,000","137.129,00","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-32H-ESS,MAR,Petrobras 57,,,,,,"0,000","38.249,00","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-39-ESS,MAR,Petrobras 58,"7.865,19","0,00","2.333,578","0,000","7.322,70",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-42DA-ESS,MAR,Petrobras 58,,,,,,"0,000","178.516,48","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-46D-ESS,MAR,Petrobras 58,,,,,,"0,000","120.842,36","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-47D-ESS,MAR,Petrobras 58,,,,,,"0,000","109.005,58","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-50D-ESS,MAR,Petrobras 58,,,,,,"0,000","108.327,75","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-52H-ESS,MAR,Petrobras 57,,,,,,"0,000","77.916,60","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-59D-ESS,MAR,Petrobras 58,"25.002,03","0,00","7.405,724","0,000","77.150,51",,,,,,,,
2026,01/2026,Espírito Santo,Campos,JUBARTE,8-JUB-68H-ESS,MAR,Petrobras 58,,,,,,"0,000","97.085,60","0,00","0,000","0,000","0,00","0,00","0,00"
2026,01/2026,Espírito Santo,Campos,OSTRA,7-OST-10H-ESS,MAR,FPSO ESPIRITO SANTO,"4.567,99","0,00","147,114","0,000","10.276,06",,,,,,,,
2026,01/2026,Espírito Santo,Campos,OSTRA,7-OST-1H-ESS,MAR,FPSO ESPIRITO SANTO,"2.571,41","0,00","160,450","0,000","22.250,76",,,,,,,,
2026,01/2026,Espírito Santo,Campos,OSTRA,7-OST-2H-ESS,MAR,FPSO ESPIRITO SANTO,"1.887,37","0,00","134,692","0,000","16.881,85",,,,,,,,
2026,01/2026,Espírito Santo,Campos,OSTRA,7-OST-3H-ESS,MAR,FPSO ESPIRITO SANTO,"5.660,18","0,00","176,353","0,000","23.893,33",,,,,,,,
2026,01/2026,Espírito Santo,Espírito Santo,GOLFINHO,7-GLF-27HA-ESS,MAR,FPSO CIDADE DE VITÓRIA,"12.448,07","0,00","780,419","0,000","126.085,13",,,,,,,,
2026,01/2026,Espírito Santo,Espírito Santo,GOLFINHO,7-GLF-38H-ESS,MAR,FPSO CIDADE DE VITÓRIA,"8.236,41","0,00","528,771","0,000","71.410,38",,,,,,,,
2026,01/2026,Espírito Santo,Espírito Santo,GOLFINHO,7-GLF-40HA-ESS,MAR,FPSO CIDADE DE VITÓRIA,"6.643,00","0,00","418,773","0,000","30.357,30",,,,,,,,
2026,01/2026,Espírito Santo,Espírito Santo,GOLFINHO,7-GLF-49H-ESS,MAR,FPSO CIDADE DE VITÓRIA,"6.777,42","0,00","520,342","0,000","4.820,19",,,,,,,,
2026,01/2026,Espírito Santo,Espírito Santo,PEROÁ,1-ESS-77-ESS,MAR,Plataforma 3R-1,"0,00","228,16","0,000","3.605,754","195,27",,,,,,,,
2026,01/2026,Espírito Santo,Espírito Santo,PEROÁ,3-ESS-82-ESS,MAR,Plataforma 3R-1,"0,00","145,89","0,000","3.115,030","27,16",,,,,,,,
2026,01/2026,Espírito Santo,Espírito Santo,PEROÁ,4-ESS-89A-ESS,MAR,Plataforma 3R-1,"0,00","67,96","0,000","3.019,643","107,94",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-AB-134HPA-RJS,MAR,FPSO FORTE,"733,92","0,00","67,766","0,000","641,21",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-11H-RJS,MAR,FPSO FORTE,"530,10","0,00","56,878","0,000","358,07",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-16HP-RJS,MAR,FPSO FORTE,"650,36","0,00","38,021","0,000","410,43",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-20HP-RJS,MAR,FPSO FORTE,"603,72","0,00","46,574","0,000","5.299,17",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-24HP-RJS,MAR,FPSO FORTE,"492,67","0,00","71,129","0,000","1.027,83",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-44HP-RJS,MAR,FPSO FORTE,"798,94","0,00","79,556","0,000","888,50",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-50HP-RJS,MAR,FPSO FORTE,"312,69","0,00","48,978","0,000","666,31",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-54HP-RJS,MAR,FPSO FORTE,"694,52","0,00","142,209","0,000","2.182,78",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-56HP-RJS,MAR,FPSO FORTE,"595,20","0,00","59,699","0,000","5.015,13",,,,,,,,
2026,01/2026,Rio de Janeiro,Campos,ALBACORA,7-ABL-68HP-RJS,MAR,FPSO FORTE,"852,00","0,00","762,780","0,000","2.505,71",,,,,,,,
