[Ano],[Mês/Ano],[Estado],[Bacia],[Campo],[Poço],[Ambiente],[Instalação],[Produção de Óleo (m³)],[Produção de Condensado (m³)],[Produção de Gás Associado (Mm³)],[Produção de Gás Não Associado (Mm³)],[Produção de Água (m³)],[Injeção de Gás (Mm³)],[Injeção de Água para Recuperação Secundária (m³)],[Injeção de Água para Descarte (m³)],[Injeção de Gás Carbônico (Mm³)],[Injeção de Nitrogênio (Mm³)],[Injeção de Vapor de Água (t)],[Injeção de Polímeros (m³)],[Injeção de Outros Fluidos (m³)]
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-104D-RJS,MAR,FPSO CIDADE DE SAQUAREMA,,,,,,"0,000","1.318,42","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-107-RJS,MAR,Petrobras 67,,,,,,"0,000","230,05","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-108D-RJS,MAR,Petrobras 67,,,,,,"111,690","0,00","0,00","15,369","0,690","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-109-RJS,MAR,FPSO CIDADE DE MARICÁ,,,,,,"0,000","501,12","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-112-RJS,MAR,Petrobras 66,,,,,,"0,000","1.130,16","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-116D-RJS,MAR,Petrobras 67,,,,,,"0,000","253,20","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-118D-RJS,MAR,Petrobras 67,,,,,,"0,000","259,80","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-14D-RJS,MAR,FPSO CIDADE DE PARATY,,,,,,"0,000","972,43","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-18-RJS,MAR,FPSO CIDADE DE PARATY,,,,,,"0,000","2.198,04","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-26D-RJS,MAR,FPSO CIDADE DE PARATY,,,,,,"658,455","0,00","0,00","182,787","0,760","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-35D-RJS,MAR,FPSO CIDADE DE ANGRA DOS REIS,,,,,,"0,000","903,88","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-42D-RJS,MAR,FPSO CIDADE DE MARICÁ,,,,,,"0,000","569,02","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-49D-RJS,MAR,FPSO CIDADE DE PARATY,,,,,,"0,000","1.294,75","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-4D-RJS,MAR,FPSO CIDADE DE PARATY,,,,,,"43,943","0,00","0,00","12,199","0,760","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-50-RJS,MAR,Petrobras 66,,,,,,"268,168","0,00","0,00","51,944","0,720","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-52D-RJS,MAR,FPSO CIDADE DE MARICÁ,,,,,,"105,335","0,00","0,00","37,447","0,500","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-5-RJS,MAR,FPSO CIDADE DE MARICÁ,,,,,,"550,680","0,00","0,00","195,161","0,510","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-71D-RJS,MAR,Petrobras 66,,,,,,"583,159","0,00","0,00","112,958","0,720","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-72-RJS,MAR,Petrobras 69,,,,,,"266,375","0,00","0,00","75,064","0,700","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-74-RJS,MAR,Petrobras 66,,,,,,"0,000","1.129,59","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-76D-RJS,MAR,Petrobras 67,,,,,,"0,000","257,53","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-77D-RJS,MAR,Petrobras 69,,,,,,"0,000","1.644,50","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-78D-RJS,MAR,FPSO CIDADE DE SAQUAREMA,,,,,,"0,000","1.497,19","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-81D-RJS,MAR,FPSO CIDADE DE SAQUAREMA,"258,67","0,00","113,316","0,000","245,26",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-82D-RJS,MAR,Petrobras 67,,,,,,"49,825","0,00","0,00","6,856","0,690","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-86D-RJS,MAR,FPSO CIDADE DE MARICÁ,,,,,,"0,000","2.114,41","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-87D-RJS,MAR,FPSO CIDADE DE MARICÁ,"525,56","0,00","136,678","0,000","270,74",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-88D-RJS,MAR,FPSO CIDADE DE SAQUAREMA,,,,,,"0,000","1.541,15","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-89-RJS,MAR,FPSO CIDADE DE SAQUAREMA,,,,,,"0,000","937,63","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-92-RJS,MAR,Petrobras 66,,,,,,"0,000","1.309,57","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-93D-RJS,MAR,Petrobras 66,,,,,,"0,000","1.720,27","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-94D-RJS,MAR,FPSO CIDADE DE MARICÁ,,,,,,"0,000","1.440,34","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-LL-98D-RJS,MAR,FPSO CIDADE DE SAQUAREMA,,,,,,"0,000","1.405,34","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-SLL-1D-RJS,MAR,Petrobras 69,,,,,,"0,000","1.421,91","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-SLL-7-RJS,MAR,Petrobras 69,,,,,,"0,000","1.463,61","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-STUP-9D-RJS,MAR,Petrobras 69,,,,,,"0,000","913,79","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,8-TUP-126D-RJS,MAR,FPSO CIDADE DE MARICÁ,,,,,,"0,000","2.602,59","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,9-BRSA-716-RJS,MAR,FPSO CIDADE DE ANGRA DOS REIS,"0,02","0,00","0,015","0,000","0,00",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,9-BRSA-808-RJS,MAR,FPSO CIDADE DE ANGRA DOS REIS,,,,,,"54,306","0,00","0,00","10,144","0,720","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,9-BRSA-908D-RJS,MAR,FPSO CIDADE DE ANGRA DOS REIS,"48,93","0,00","21,700","0,000","15,86",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,9-LL-12D-RJS,MAR,FPSO CIDADE DE MARICÁ,"867,30","0,00","340,372","0,000","125,83",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,9-LL-19-RJS,MAR,Petrobras 67,"137,05","0,00","30,300","0,000","10,32",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,9-LL-29D-RJS,MAR,Petrobras 69,,,,,,"407,223","0,00","0,00","114,755","0,700","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,9-LL-30-RJS,MAR,FPSO CIDADE DE SAQUAREMA,,,,,,"0,000","688,44","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,AnC_TUPI,9-LL-7-RJS,MAR,FPSO CIDADE DE SAQUAREMA,"741,29","0,00","236,772","0,000","38,44",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU,1-BRSA-1146-RJS,MAR,PETROBRAS 70,"0,68","0,00","0,232","0,000","0,00",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU,3-BRSA-1172-RJS,MAR,PETROBRAS 70,"281,99","0,00","195,642","0,000","0,06",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU,3-BRSA-1243-RJS,MAR,PETROBRAS 70,,,,,,"0,000","42.834,88","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,ATAPU,7-ATP-6-RJS,MAR,PETROBRAS 70,"73.821,43","0,00","18.095,737","0,000","14,77",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU,7-OATP-1-RJS,MAR,PETROBRAS 70,"45.434,45","0,00","11.321,638","0,000","92,06",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU,8-ATP-5-RJS,MAR,PETROBRAS 70,,,,,,"0,000","42.958,44","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,ATAPU,8-ATP-7D-RJS,MAR,PETROBRAS 70,,,,,,"27.551,472","0,00","0,00","7.673,085","0,620","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,ATAPU,8-OATP-2-RJS,MAR,PETROBRAS 70,,,,,,"0,000","61.012,96","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,ATAPU,9-ATP-1-RJS,MAR,PETROBRAS 70,"74.123,80","0,00","16.752,162","0,000","54,54",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU,9-ATP-3-RJS,MAR,PETROBRAS 70,,,,,,"23.502,392","0,00","0,00","6.545,416","0,620","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,ATAPU,9-BRSA-1284-RJS,MAR,PETROBRAS 70,"44.397,66","0,00","10.383,253","0,000","51,12",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,1-BRSA-1146-RJS,MAR,PETROBRAS 70,"1,05","0,00","0,355","0,000","0,00",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,3-BRSA-1172-RJS,MAR,PETROBRAS 70,"431,92","0,00","299,656","0,000","0,09",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,3-BRSA-1243-RJS,MAR,PETROBRAS 70,,,,,,"0,000","65.608,23","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,7-ATP-6-RJS,MAR,PETROBRAS 70,"113.068,90","0,00","27.716,413","0,000","22,62",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,7-OATP-1-RJS,MAR,PETROBRAS 70,"69.589,86","0,00","17.340,833","0,000","141,00",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,8-ATP-5-RJS,MAR,PETROBRAS 70,,,,,,"0,000","65.797,48","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,8-ATP-7D-RJS,MAR,PETROBRAS 70,,,,,,"42.199,326","0,00","0,00","11.752,512","0,620","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,8-OATP-2-RJS,MAR,PETROBRAS 70,,,,,,"0,000","93.450,76","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,9-ATP-1-RJS,MAR,PETROBRAS 70,"113.532,03","0,00","25.658,518","0,000","83,54",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,9-ATP-3-RJS,MAR,PETROBRAS 70,,,,,,"35.997,538","0,00","0,00","10.025,314","0,620","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,ATAPU_ECO,9-BRSA-1284-RJS,MAR,PETROBRAS 70,"68.001,86","0,00","15.903,553","0,000","78,29",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATLANTA,7-ATL-2HP-RJS,MAR,FPSO ATLANTA,"16.403,35","0,00","781,191","0,000","11.729,09",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATLANTA,7-ATL-3H-RJS,MAR,FPSO ATLANTA,"13.989,03","0,00","665,764","0,000","38.259,99",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATLANTA,7-ATL-4HB-RJS,MAR,FPSO ATLANTA,"14.567,74","0,00","693,483","0,000","18.270,17",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATLANTA,7-ATL-5H-RJS,MAR,FPSO ATLANTA,"23.198,24","0,00","1.112,186","0,000","39.549,11",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATLANTA,7-ATL-6H-RJS,MAR,FPSO ATLANTA,"45.826,35","0,00","2.180,925","0,000","15.317,93",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,ATLANTA,7-ATL-7HA-RJS,MAR,FPSO ATLANTA,"40.869,88","0,00","1.944,960","0,000","13.649,93",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,3-BRSA-1181D-RJS,MAR,Petrobras 68,"25.903,35","0,00","5.061,424","0,000","15,74",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,4-BRSA-1226-RJS,MAR,Petrobras 68,"44.451,45","0,00","18.326,072","0,000","0,00",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,7-BBG-2D-RJS,MAR,Petrobras 68,"49.592,92","0,00","3.794,581","0,000","3,51",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,7-BBG-5D-RJS,MAR,Petrobras 68,"39.854,86","0,00","3.361,248","0,000","2.543,93",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,7-BBG-6D-RJS,MAR,Petrobras 68,"54.424,49","0,00","4.172,993","0,000","8,16",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,7-SBBG-2-RJS,MAR,Petrobras 68,,,,,,"32.034,738","0,00","0,00","7.742,796","0,840","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,7-SRR-2-RJS,MAR,Petrobras 68,"78.503,67","0,00","18.645,102","0,000","15,10",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,7-SRR-3D-RJS,MAR,Petrobras 68,"39.054,72","0,00","7.247,671","0,000","12,69",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,7-SRR-6D-RJS,MAR,Petrobras 68,"54.964,39","0,00","11.405,547","0,000","1.093,15",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,8-BBG-3-RJS,MAR,Petrobras 68,,,,,,"0,000","110.339,22","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,8-BBG-4D-RJS,MAR,Petrobras 68,,,,,,"27.833,023","0,00","0,00","6.699,409","0,830","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,8-SBBG-3D-RJS,MAR,Petrobras 68,,,,,,"4.828,068","0,00","0,00","1.231,640","0,990","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,8-SRR-1A-RJS,MAR,Petrobras 68,,,,,,"0,000","170.125,01","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,8-SRR-4D-RJS,MAR,Petrobras 68,,,,,,"0,000","40.762,80","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,8-SRR-7-RJS,MAR,Petrobras 68,,,,,,"0,000","167.413,22","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,9-BBG-1D-RJS,MAR,Petrobras 68,"46.833,16","0,00","8.730,691","0,000","41,02",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BERBIGÃO,9-BRSA-1212-RJS,MAR,Petrobras 68,"75.441,48","0,00","14.560,752","0,000","4,08",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,3-BRSA-1064-RJS,MAR,Petrobras 76,"28.495,45","0,00","7.175,532","0,000","22,25",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,3-BRSA-1184-RJS,MAR,PETROBRAS 77,"17.969,80","0,00","4.247,279","0,000","0,00",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,3-BRSA-944A-RJS,MAR,FPSO ALMIRANTE BARROSO,"44.046,47","0,00","10.797,630","0,000","25,57",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-10-RJS,MAR,Petrobras 75,"55.712,35","0,00","13.041,178","0,000","2,79",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-12-RJS,MAR,PETROBRAS 77,"31.329,27","0,00","7.432,693","0,000","0,00",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-14DA-RJS,MAR,Petrobras 74,"48.785,88","0,00","12.710,938","0,000","21,95",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-17-RJS,MAR,Petrobras 74,"23.025,31","0,00","10.000,152","0,000","27,28",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-18-RJS,MAR,Petrobras 76,"44.873,28","0,00","11.133,897","0,000","14,00",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-23-RJS,MAR,Petrobras 75,"49.524,61","0,00","15.414,553","0,000","4,95",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-24D-RJS,MAR,Petrobras 76,"32.142,98","0,00","13.970,696","0,000","0,00",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-25-RJS,MAR,Petrobras 74,"51.305,82","0,00","12.636,196","0,000","11,12",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-29D-RJS,MAR,Petrobras 75,"27.028,59","0,00","9.687,188","0,000","2,70",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-30-RJS,MAR,PETROBRAS 77,"31.804,80","0,00","7.439,292","0,000","0,00",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-33-RJS,MAR,FPSO ALMIRANTE BARROSO,"51.362,51","0,00","12.218,093","0,000","181,43",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-36DA-RJS,MAR,PETROBRAS 77,"8.025,67","0,00","3.461,937","0,000","1,45",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-45DA-RJS,MAR,FPSO ALMIRANTE BARROSO,"59.682,80","0,00","14.654,604","0,000","81,34",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-46D-RJS,MAR,FPSO ALMIRANTE BARROSO,"49.645,41","0,00","12.057,164","0,000","40,82",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-6-RJS,MAR,Petrobras 74,,,,,,"0,000","30.118,27","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-70D-RJS,MAR,FPSO ALMIRANTE TAMANDARE,"60.626,65","0,00","19.985,805","0,000","243,48",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-71D-RJS,MAR,FPSO ALMIRANTE TAMANDARE,"26.866,52","0,00","7.045,464","0,000","42,51",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-74D-RJS,MAR,FPSO ALMIRANTE TAMANDARE,"55.197,46","0,00","13.677,242","0,000","9,66",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-85-RJS,MAR,FPSO ALMIRANTE TAMANDARE,"26.455,19","0,00","6.439,339","0,000","10,59",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-87D-RJS,MAR,FPSO ALMIRANTE TAMANDARE,"52.320,31","0,00","12.669,959","0,000","10,47",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,7-BUZ-90D-RJS,MAR,PETROBRAS 79,"48.829,54","0,00","12.102,990","0,000","315,56",,,,,,,,
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-11A-RJS,MAR,PETROBRAS 77,,,,,,"0,000","21.141,31","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-15-RJS,MAR,Petrobras 74,,,,,,"0,000","23.563,94","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-16-RJS,MAR,Petrobras 76,,,,,,"642,630","0,00","0,00","200,886","0,370","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-19D-RJS,MAR,Petrobras 76,,,,,,"0,000","52.339,83","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-21D-RJS,MAR,PETROBRAS 77,,,,,,"0,000","21.512,83","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-22D-RJS,MAR,Petrobras 74,,,,,,"14.009,937","0,00","0,00","3.211,078","0,360","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-26-RJS,MAR,Petrobras 75,,,,,,"0,000","22.261,46","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-27D-RJS,MAR,Petrobras 76,,,,,,"0,000","60.580,93","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-28DA-RJS,MAR,Petrobras 75,,,,,,"16.859,567","0,00","0,00","4.044,610","0,410","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-32DA-RJS,MAR,PETROBRAS 77,,,,,,"6.779,165","0,00","0,00","2.254,072","0,500","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-35-RJS,MAR,PETROBRAS 77,,,,,,"0,000","17.869,62","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-37D-RJS,MAR,Petrobras 75,,,,,,"0,000","47.849,02","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-38D-RJS,MAR,PETROBRAS 77,,,,,,"9.252,647","0,00","0,00","3.076,505","0,500","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-44-RJS,MAR,FPSO ALMIRANTE BARROSO,,,,,,"17.044,445","0,00","0,00","4.948,002","0,920","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-51-RJS,MAR,FPSO ALMIRANTE BARROSO,,,,,,"0,000","81.443,56","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-53D-RJS,MAR,Petrobras 75,,,,,,"0,000","40.903,13","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-55-RJS,MAR,FPSO ALMIRANTE BARROSO,,,,,,"27.595,768","0,00","0,00","8.011,051","0,920","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-56DB-RJS,MAR,FPSO ALMIRANTE BARROSO,,,,,,"0,000","6.161,20","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-57D-RJS,MAR,FPSO ALMIRANTE BARROSO,,,,,,"0,000","51.863,46","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-58D-RJS,MAR,FPSO ALMIRANTE TAMANDARE,,,,,,"0,000","25.125,40","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-5-RJS,MAR,Petrobras 74,,,,,,"0,000","24.875,79","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-64D-RJS,MAR,FPSO ALMIRANTE TAMANDARE,,,,,,"27.921,760","0,00","0,00","6.151,164","0,370","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-68D-RJS,MAR,Petrobras 76,,,,,,"0,000","30.980,17","0,00","0,000","0,000","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-73DA-RJS,MAR,Petrobras 76,,,,,,"19.644,088","0,00","0,00","6.140,742","0,370","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-82D-RJS,MAR,FPSO ALMIRANTE TAMANDARE,,,,,,"11.949,296","0,00","0,00","2.632,430","0,370","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-84D-RJS,MAR,FPSO ALMIRANTE TAMANDARE,,,,,,"20.034,442","0,00","0,00","4.413,588","0,370","0,00","0,00","0,00"
2026,05/2026,Rio de Janeiro,Santos,BÚZIOS,8-BUZ-86D-RJS,MAR,FPSO ALMIRANTE TAMANDARE,,,,,,"17.794,629","520,62","0,00","3.920,157","0,370","0,00","0,00","0,00"
